3.03592,-2.91161,31.5567
3.04306,-2.87547,30.6007
3.10018,-2.84234,30.4169
3.10437,-2.81581,30.2031
3.12839,-2.78608,30.1783
3.14577,-2.76994,29.7382
3.1663,-2.80308,29.7702
3.19251,-2.80399,29.5414
3.23062,-2.84239,29.4074
3.22423,-2.84606,29.3293
3.22475,-2.84812,29.153
3.24442,-2.85893,29.2337
3.2306,-2.84553,29.0171
3.23718,-2.86708,28.9897
3.29101,-2.90688,29.0001
3.26775,-2.88448,29.0357
2.95797,-2.85014,29.0667
3.0387,-2.80217,28.586
3.04498,-2.80644,28.8839
3.06046,-2.78651,28.4791
3.05527,-2.77489,28.4304
2.97984,-2.90726,27.5248
3.15038,-2.82482,28.7082
3.12478,-2.80884,28.8849
3.11066,-2.81856,29.0091
3.15946,-2.86628,29.2654
3.05812,-2.92974,28.3805
3.13045,-2.8335,29.5435
3.08423,-2.90336,30.2653
2.80132,-2.80306,30.8509
2.84007,-2.75614,30.1488
2.86258,-2.74108,30.584
2.86284,-2.73013,30.4291
2.92772,-2.75003,30.6511
2.93857,-2.82672,31.5249
2.96393,-2.85258,31.654
2.96645,-2.82041,31.918
2.96768,-2.8376,32.5712
3.00684,-2.83855,32.5417
2.98955,-2.83056,32.6673
2.98418,-2.82276,32.8179
2.98591,-2.84459,32.9163
2.99809,-2.82946,32.5529
2.98,-2.83016,32.9041
2.99357,-2.82028,33.3333
2.97867,-2.86649,33.3346
2.94468,-2.86832,33.4773
2.97286,-2.79085,32.8948
2.98848,-2.85431,33.6116
3.00806,-2.80886,33.3884
3.01161,-2.81954,33.6674
3.03652,-2.82113,33.34
3.02976,-2.76797,33.2569
3.03826,-2.77776,33.6076
3.04947,-2.79657,34.2233
3.04363,-2.7863,34.342
3.03215,-2.71781,34.1319
3.02842,-2.77048,34.2065
3.02644,-2.75774,34.2462
3.07005,-2.7608,34.4133
3.07005,-2.7608,34.4133
3.02972,-2.82479,35.1621
3.04163,-2.85705,35.5908
3.05721,-2.80599,35.5838
3.03919,-2.81657,35.9661
3.05798,-2.83914,36.0497
3.18719,-2.80462,36.2002
3.18052,-2.79043,36.1382
3.1748,-2.8201,36.2525
3.18238,-2.78594,36.0765
3.18657,-2.79626,36.4974
3.20004,-2.79192,36.5836
3.23401,-2.76844,36.2729
3.2438,-2.72601,35.8541
3.23675,-2.77441,36.4637
3.04531,-2.54156,34.193
3.26963,-2.85082,36.7215
3.2513,-2.8879,36.7767
3.27542,-2.86973,36.9059
3.27517,-2.84163,36.9121
3.06429,-2.53362,34.5622
3.27795,-2.81256,36.6733
3.12434,-2.57737,34.4788
3.3211,-2.86309,36.8516
3.09518,-2.59421,34.5802
3.10374,-2.53068,33.7062
3.32092,-2.83192,36.3269
3.31324,-2.8142,36.3175
3.30752,-2.80604,36.4638
3.09554,-2.51392,33.8349
3.28425,-2.87219,37.1157
3.06862,-2.63317,35.2425
3.15922,-2.86825,37.3601
3.19719,-2.89777,36.9553
3.10642,-3.00272,35.2513
3.20204,-2.86735,36.4874
3.18603,-2.86379,36.3355
3.21907,-2.87211,36.5179
3.10966,-3.04385,34.9564
3.10187,-3.0312,34.9736
3.07872,-3.06254,35.5008
3.20405,-2.88044,36.6874
3.21475,-2.89288,36.2015
3.13399,-3.01957,35.6653
3.15096,-3.00687,35.745
3.15444,-3.03288,35.772
3.1558,-3.0366,35.7874
3.25356,-2.79429,36.9729
3.13106,-3.00097,35.7411
3.09947,-3.06591,36.5797
3.04216,-2.99238,36.2565
3.1054,-3.0988,34.9096
3.04473,-3.05086,36.7743
3.03569,-3.09741,37.3545
3.06191,-3.08906,36.2325
3.02948,-3.00181,36.0517
3.15915,-2.89211,38.5078
3.06117,-3.05211,36.4939
3.02639,-3.08365,36.1937
3.16634,-2.93911,37.4885
3.05216,-3.04675,35.6384
3.0105,-3.13656,36.7851
3.02527,-3.08895,36.8141
3.02951,-3.05259,36.2027
3.02946,-3.06588,36.536
3.18931,-2.87843,37.4631
3.18964,-2.87673,38.0258
3.16012,-3.12148,34.8564
3.11425,-3.03838,35.9396
3.125,-3.09168,36.0503
3.26035,-2.95221,38.0043
3.14675,-3.12705,36.3549
3.1221,-3.12928,36.1421
3.35502,-3.11278,36.6162
3.24952,-2.96476,37.7526
3.16529,-2.91575,37.6211
2.98924,-3.07049,36.4896
3.00218,-3.04268,35.7858
2.99484,-3.04945,35.6166
3.14032,-2.87379,36.9391
