4.61192,0.619391,32.562
4.65584,0.533538,32.3256
4.66838,0.547419,32.118
4.66663,0.618377,32.3892
4.68258,0.630325,32.5161
4.62117,0.634185,32.3176
4.6787,0.663157,32.6617
4.63227,0.644289,32.4135
4.66817,0.6002,32.3307
4.6612,0.635537,32.4005
4.63363,0.660331,32.561
4.66021,0.746084,32.9913
4.76465,0.613442,32.781
4.69971,0.644235,32.6663
4.73798,0.623346,32.6562
4.71545,0.647116,32.5563
4.67163,0.609,32.2943
4.69536,0.607433,32.2822
4.63385,0.687016,32.854
4.6979,0.633885,32.7517
4.64325,0.627551,32.3598
4.66428,0.685328,32.7168
4.62558,0.657793,32.5403
4.6746,0.71478,32.8381
4.68035,0.716679,32.8083
4.65939,0.69012,33.0731
4.67983,0.730706,33.0028
4.69944,0.75417,33.1944
4.69798,0.803087,33.1893
4.65503,0.861487,33.4355
4.67849,0.827723,33.4739
4.65868,0.796364,33.2551
4.66188,0.778867,33.0282
4.53526,0.850672,33.1132
4.5514,0.908355,33.1099
4.55057,0.919932,33.0443
4.42578,0.575449,32.0216
4.61721,0.931282,33.6524
4.60739,0.935739,33.3811
4.62458,0.974957,33.896
4.58479,0.974486,33.8831
4.46816,0.665928,32.8241
4.59051,0.955903,33.843
4.42205,0.573015,32.4019
4.56956,0.876686,33.5929
4.5992,0.939162,33.7048
4.59798,0.996983,34.2201
4.47022,0.640354,32.9037
4.5735,0.951693,34.3067
4.60326,0.951582,34.0003
4.46249,0.681666,33.203
4.62087,1.00163,34.3667
4.61696,0.976529,34.2272
4.45739,0.736021,33.3984
4.62479,0.978924,34.2491
4.44827,0.719804,33.5349
4.46668,0.698036,33.4104
4.59402,1.07811,34.9441
4.46976,0.66296,33.4237
4.39419,0.747067,33.791
4.58305,1.0302,34.4947
4.43622,0.734718,33.6116
4.43234,0.765714,33.5405
4.44053,0.720739,33.6078
4.59094,1.13396,34.7446
4.63312,1.05823,34.3817
4.48203,0.798786,33.6269
4.50045,0.797991,33.3034
4.63917,1.20865,35.0076
4.5044,0.86519,33.5528
4.48545,0.78898,33.3667
4.63978,1.13908,34.8681
4.49548,0.831061,33.866
4.48471,0.85851,33.921
4.48263,0.856718,33.9042
4.49465,0.854017,33.6549
4.47373,0.760093,33.1068
4.62715,1.11871,34.4585
4.48382,0.820614,33.4029
4.67179,1.13785,34.6864
4.64649,1.18705,34.5949
4.66634,1.22375,34.6826
4.50008,0.917328,33.7353
4.46614,0.897798,33.7811
4.63175,1.25867,34.7537
4.63801,1.21862,34.6486
4.62275,1.16142,34.4787
4.59109,1.16868,34.7797
4.60211,1.17664,34.4662
4.46442,0.90686,33.3634
4.45717,0.851345,33.2708
4.66608,1.12701,34.5565
4.50463,0.761108,33.269
4.49575,0.826345,33.4505
4.49561,0.795801,33.4525
4.48914,0.789065,33.4219
4.61256,1.11686,34.6775
4.62518,1.15239,34.8158
4.49504,0.770902,33.1963
4.45647,0.773696,33.3455
4.63436,1.16848,34.2915
4.48235,0.836979,33.3109
4.49597,0.898495,33.6535
4.64043,1.22875,34.9877
4.49456,0.843709,33.5314
4.68256,1.17783,34.581
4.64296,1.1859,34.6754
4.63942,1.16133,34.5175
4.64275,1.16926,34.7628
4.49686,0.810163,33.7024
4.47469,0.857188,33.912
4.61815,1.24676,35.3868
4.67112,1.18866,34.8649
4.64552,1.20606,35.1246
4.44674,0.828681,33.722
4.51168,0.875058,33.7444
4.38227,0.59949,32.829
4.73852,0.183608,30.6762
4.62784,1.21104,34.8484
4.66397,1.15373,34.7515
4.49722,0.908117,34.2712
4.51914,0.90907,34.1843
4.58932,1.21722,35.1212
4.46501,0.804634,33.6034
4.61203,1.23271,35.2739
4.55135,1.23968,35.2482
4.55644,1.2667,35.5272
4.53816,1.2117,35.4742
4.38244,0.966057,34.569
4.51734,1.18328,35.2949
4.52398,1.18913,35.2599
4.38008,0.798226,33.8233
4.37439,0.814672,34.0717
4.57924,1.19405,35.7099
4.55797,1.28393,35.7709
4.57525,1.30895,35.754
4.39701,0.967498,34.6275
4.58055,1.27532,35.6531
4.68545,1.33179,35.6877
4.5593,0.980785,33.9404
4.75189,1.37175,35.735
4.77839,1.40478,35.928
4.84182,1.43695,36.0438
4.78311,0.13913,30.5017
4.84955,1.33596,36.0071
4.8534,1.33705,36.0489
4.69295,0.976127,34.8384
4.67052,0.958238,34.6877
4.68808,0.944321,34.6977
4.69226,0.912448,34.6358
4.89927,1.30669,36.0167
4.8454,1.2204,36.0544
4.77435,1.21311,35.3769
4.66553,1.36592,36.3401
4.67536,1.26806,35.5783
4.6952,1.29007,36.1041
4.69081,1.31883,35.9594
4.68404,1.3619,35.9391
4.71081,1.36492,36.2116
4.71365,1.32145,35.9642
4.69047,1.32961,35.8206
4.68691,1.37081,36.0828
4.53529,0.953831,34.6903
4.38716,0.69293,33.8821
4.66346,1.39567,36.3857
4.63839,1.31883,36.2752
4.64009,1.33545,36.0572
4.61905,1.35165,36.3409
4.4993,0.904961,34.346
4.68321,1.37216,36.1833
4.67065,1.32922,36.12
4.68404,1.2786,36.0449
4.37994,0.621966,33.7503
4.69247,1.40082,36.3814
4.35907,0.705763,34.0418
4.97236,0.660807,32.8067
4.74635,1.31149,36.4397
4.41985,0.67895,33.8615
4.71595,1.24715,36.1875
4.73725,1.31413,36.0075
4.68031,1.37061,36.349
4.54946,0.964171,34.7609
4.68235,1.30154,36.1496
4.66975,1.28565,35.7674
4.40759,0.679947,33.5419
4.69516,1.3161,35.9111
4.69278,1.3503,35.8972
4.66732,0.0557664,30.3263
4.57814,1.37748,35.8015
4.5578,1.28311,35.4248
4.31401,0.676331,33.2809
4.26973,0.649227,33.1367
4.29761,0.66037,33.1257
4.29767,0.668381,33.1249
4.29489,0.708743,33.5594
